response_id,id_col,submission_id,analysis_id,split_id,beta_estimate,contrast,adjusted_df,beta_SE,transformation,link_function_reported,dataset,mixed_model,response_transformation_description,response_transformation_status,response_variable_type,response_construction_description,response_variable_name,response_id_S2,test_variable,sample_size,Bayesian,linear_model,model_subclass,num_variables,num_effects,num_fixed_variables,num_fixed_effects,num_random_variables,num_random_effects,num_interactions,num_duplicate_terms,exclusions_all,exclusions_effect_analysis,exclusion_predictions,ConclusionS1,Conclusion,software,data_cleaning_preprocessing_tool,data_cleaning_preprocessing_version,data_analysis_tool,data_analysis_version,SurveyID,Date,Season,Property,Quadrat no,Easting,Northing,Aspect,Landscape position,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,BareGround_cover,Litter_cover,MossLichen_cover,Rock_cover,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,precipitation_warmest_quarter,precipitation_coldest_quarter,PET,MrVBF,K_perc,Th_ppm,U_ppm,SRad_Jan,SRad_Jul,all_grass,all_exotic_grass,all_native_grass_graminoid,all_non-grass_veg,shrub_cover,herb_cover,other_veg,bare,month,all_exotic_herb,native_herb_fern_gram,growing_space,soilPC1,coverPC1,coverPC2,coverPC3,precip_max_range,year,size_class,all_perennial_grass,sample,hatch_year,hatch_nest_breed_ID,hatch_Area,hatch_Box,hatch_mom_Ring,hatch_nest_dad_Ring,Extra-pair_paternity,Extra-pair_dad_ring,genetic_dad_ring_(WP_or_EP),hatch_nest_LD,hatch_nest_CS,hatch_nest_OH,d0_hatch_nest_brood_size,d14_hatch_nest_brood_size,rear_nest_breed_ID,rear_area,rear_Box,rear_mom_Ring,rear_dad_Ring,rear_nest_trt,home_or_away,rear_nest_LD,rear_nest_CS,rear_nest_OH,rear_d0_rear_nest_brood_size,rear_Cs_out,rear_Cs_in,net_rearing_manipulation,rear_Cs_at_start_of_rearing,d14_rear_nest_brood_size,number_chicks_fledged_from_rear_nest,Date_of_day14,day_14_tarsus_length,day_14_weight,day14_measurer,chick_sex_molec,chick_survival_to_first_breed_season,within-area_movement,brood_reduction,blood_sib,hatch_incub_length,rear_incub_length,relatedness,competition_weight,relative_CS,envir_rear,percent_change,parentage,manipulation_non,seasonal_timing,brood_mortality,brood_sex_ratio,TeamIdentifier
R_1HeLJJFDOVIZbac,Appin-4-4-1,4,4,1,6.83E-04,slope,78.6,0.0232,identity,identity,blue tit,1,log(max(weight+1)-weight),log(max(weight+1)-weight),original variable (transformed prior to analysis [not with a link function in analysis]),NA,day_14_weight,R_1HeLJJFDOVIZbac,d14_rear_nest_brood_size,599,0,linear,standard,2,2,1,1,1,1,0,0,retain,retain,NA,No significant effect of sibling number of growth of nestlings,none_c,"Paring data = LibreOffice Calc version 6.4.4.2
Analysis = RStudio version 1.3.959",LibreOffice Calc,6.4.4.2,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appin
R_1HeLJJFDOVIZbac,Appin-3-3-1,3,3,1,0.03884,slope,80.18534,0.02283,identity,identity,blue tit,1,log(max(weight+1)-weight),log(max(weight+1)-weight),original variable (transformed prior to analysis [not with a link function in analysis]),NA,day_14_weight,R_1HeLJJFDOVIZbac,rear_d0_rear_nest_brood_size,599,0,linear,standard,2,2,1,1,1,1,0,0,retain,retain,NA,No significant effect of sibling number of growth of nestlings,none_c,"Paring data = LibreOffice Calc version 6.4.4.2
Analysis = RStudio version 1.3.959",LibreOffice Calc,6.4.4.2,R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_nest_breed_ID,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_d0_rear_nest_brood_size,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Appin
R_1ib6zw7qoq0lHlf,Blayney-1-1-1,1,1,1,-0.014094,slope,303.490672,0.010622,NA,NA,eucalyptus,1,NA,NA,constructed variable (combining information from two or more original variables),"sum of ""euc_sdlgs0_50cm"" and ""euc_sdlgs.2m""",euc_sdlgs_all,R_1ib6zw7qoq0lHlf,all_exotic_grass,NA,0,generalised,standard,21,NA,NA,NA,NA,NA,NA,NA,exclude,retain,NA,exotic grass cover and Eucalyptus spp. seedling recruitment had a negative correlation,neg_c,R version 3.6.2 (2019-12-12),R,3.6.2,R,3.6.2,NA,NA,Season,Property,NA,NA,NA,Aspect,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,NA,NA,NA,NA,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,annual_precipitation,NA,NA,NA,MrVBF,NA,NA,NA,SRad_Jan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blayney
R_1ItMbxJAVt7RRtX,Bodalla-1-1-1,1,1,1,-0.0223707,slope,81.87859,0.003826,log,log,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs_all,R_1ItMbxJAVt7RRtX,ExoticAnnualGrass_cover,90,0,generalised,standard,4,4,3,3,1,1,0,0,retain,retain,NA,"There is no clear relationship between grass cover and Eucalyptus spp. seedling recruitment. On a significantly reduced dataset there is a significant negative relationship between exotic annual grasses, though further surveys would be needed to confirm this relationship given the relatively low sample size (n = 91) of this dataset.",none_q,"Initial data exploration, summarising grass and seedling columns - Microsoft Excel; Data analysis (model diagnostics and testing) - R 4.0.0, RStudio 1.2.5033.",Excel,NA,R,4.0.0,NA,NA,NA,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bodalla
R_1kH1Ko3yaLsrD0E,Bombala-1-1-1,1,1,1,-0.394,slope,626.8,0.195,log,log,eucalyptus,1,NA,NA,constructed variable (combining information from two or more original variables),"Combined euc_sdlgs0_50cm, euc_sdlgs50cm.2m, and euc_sdlgs.2m by melting dataframe.",euc_sdlgs_all,R_1kH1Ko3yaLsrD0E,ExoticPerennialGrass_cover,NA,0,generalised,zero_inflated,5,6,3,4,2,2,1,0,retain,retain,exclude,Increased cover of exotic perennial grass species leads to decreased recruitment of Eucalyptus spp.,neg_c,R 3.6.3,R,3.6.3,R,3.6.3,NA,NA,Season,Property,Quadrat no,NA,NA,NA,NA,NA,NA,NA,ExoticPerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,size_class,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bombala
R_1l9qIgUeSEKY3ME,Bonalbo-1-1-1,1,1,1,0.02926,slope,336,0.01169,log,log,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_1l9qIgUeSEKY3ME,all_grass,NA,0,linear,zero_inflated,7,9,6,8,1,1,1,1,retain,retain,NA,Significant positive coefficient of grass cover,pos_c,R,R,NA,R,NA,NA,NA,Season,Property,NA,Easting,Northing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRad_Jul,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bonalbo
R_1l9qIgUeSEKY3ME,Bonalbo-2-2-1,2,2,1,-0.005215,slope,334.999854,0.003363,log,log,eucalyptus,1,NA,NA,constructed variable (combining information from two or more original variables),`euc_sdlgs50cm-2m` + `euc_sdlgs>2m`,euc_sdlgs>50cm,R_1l9qIgUeSEKY3ME,all_grass,NA,0,linear,zero_inflated,8,10,7,9,1,1,1,1,retain,retain,NA,No significant relationship between grass cover and recruits,none_c,R,R,NA,R,NA,NA,NA,Season,Property,NA,Easting,Northing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SRad_Jul,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bonalbo
R_1llU7rt7jpCEaKe,Aubur-3-3-1,3,3,1,-0.03651992,slope,215.7353,0.00725247,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1llU7rt7jpCEaKe,d14_rear_nest_brood_size,2497,0,linear,standard,7,8,5,6,2,2,0,1,retain,retain,NA,"The greatest effect on tarsus was the sex of the chick with males, on average, having 3% longer tarsus bones (Table 3). Nestling competition was the next most influential factor with each additional nestling reducing tarsus length by 0.04 mm.",neg_q,R.3.5.1,R,3.5.1,R,3.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,NA,NA,NA,hatch_mom_Ring,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aubur
R_1llU7rt7jpCEaKe,Aubur-2-2-1,2,2,1,-0.08712898,slope,257.905,0.01416305,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1llU7rt7jpCEaKe,d14_rear_nest_brood_size,2497,0,linear,standard,8,9,6,7,2,2,0,1,retain,retain,NA,"Chick mass was impacted by sibling competition (brood size), with each additional nestling/sibling in the rearing nest causing a mean reduction of 0.09 g in weight",neg_c,R.3.5.1,R,3.5.1,R,3.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,NA,NA,NA,hatch_mom_Ring,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,day_14_tarsus_length,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aubur
R_1llU7rt7jpCEaKe,Aubur-1-1-1,1,1,1,NA,NA,257.905,0.01416305,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_weight,R_1llU7rt7jpCEaKe,NA,NA,0,linear,standard,9,NA,NA,NA,NA,NA,NA,NA,exclude,exclude_all,NA,"Chick mass was impacted by sibling competition (brood size), with each additional nestling/sibling in the rearing nest causing a mean reduction of 0.09 g in weight",neg_c,R.3.5.1,R,3.5.1,R,3.5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,NA,NA,NA,hatch_mom_Ring,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,NA,home_or_away,NA,NA,rear_nest_OH,NA,NA,NA,NA,NA,d14_rear_nest_brood_size,NA,NA,day_14_tarsus_length,day_14_weight,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aubur
R_1LRqq2WHrQaENtM,Boorowa-1-3-1,1,3,1,NA,NA,0.560867697,0.07216,log,log,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs>2m,R_1LRqq2WHrQaENtM,ExoticPerennialGrass_cover,348,0,generalised,standard,7,7,3,3,4,4,0,0,retain,exclude_all,NA,"Grass cover, especially exotic grasses, has a negative effect on the establishment of Eucalyptus spp. seedlings.",neg_c,Rstudio Version 1.2.5042,R,NA,R,NA,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boorowa
R_1LRqq2WHrQaENtM,Boorowa-1-1-1,1,1,1,0.23292,slope,78.64149,0.06493,log,log,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs0_50cm,R_1LRqq2WHrQaENtM,ExoticPerennialGrass_cover,348,0,generalised,standard,7,7,3,3,4,4,0,0,retain,retain,NA,"Grass cover, especially exotic grasses, has a negative effect on the establishment of Eucalyptus spp. seedlings.",neg_c,Rstudio Version 1.2.5042,R,NA,R,NA,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boorowa
R_1LRqq2WHrQaENtM,Boorowa-1-2-1,1,2,1,-0.026084,slope,335.40604,0.028092,log,log,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_1LRqq2WHrQaENtM,ExoticPerennialGrass_cover,348,0,generalised,standard,6,6,3,3,3,3,0,0,retain,retain,NA,"Grass cover, especially exotic grasses, has a negative effect on the establishment of Eucalyptus spp. seedlings.",neg_c,Rstudio Version 1.2.5042,R,NA,R,NA,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,annual_precipitation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Boorowa
R_1LTZWsikoIaKdMu,Brookto-1-1-1,1,1,1,-0.101004592,slope,324,0.0749372,log,log,eucalyptus,1,NA,NA,constructed variable (combining information from two or more original variables),euc_sdlgs50cm_2m + euc_sdlgs0-50cm + euc_sdlgs>2m,euc_sdlgs_all,R_1LTZWsikoIaKdMu,all_grass,276,0,generalised,mixture_model,9,9,7,7,2,2,0,0,retain,retain,NA,Grass cover does not significantly affect Eucalyptus spp. seedling recruitment across the sampled properties.,none_c,R 4.0.0,R,4.0.0,R,4.0.0,NA,NA,Season,Property,NA,NA,NA,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,BareGround_cover,Litter_cover,MossLichen_cover,Rock_cover,Euc_canopy_cover,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,NA,NA,NA,PET,NA,K_perc,Th_ppm,U_ppm,NA,NA,all_grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,soilPC1,coverPC1,coverPC2,coverPC3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Brookto
R_1LXqc8NAdABndjl,Broulee-1-1-1,1,1,1,NA,NA,NA,0.57,log,log,eucalyptus,0,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs50cm_2m,R_1LXqc8NAdABndjl,ExoticPerennialGrass_cover,NA,1,generalised,standard,12,13,9,10,3,3,1,0,retain,exclude_all,NA,"There are to different principal results: 1) When we look for variation between seasons recruitment significantly decreases in winter as a function of exotic annual grass cover and exotic perennial grass. On another hand, recruitment increasing in spring in response to native perennial grass. Finally, recruitment declines in the autumn in response to perennial grass cover (both native and exotic; 2) The structural model shows that eucalyptus recruitment had a negative indirect effect by native perennial grass and exotic annual grass via eucalyptus establishment.",mixed,All analysis as performed using R 4.0.1 (2020-06-06),R,4.0.1,R,4.0.1,NA,NA,Season,Property,NA,NA,NA,NA,Landscape position,ExoticAnnualGrass_cover,NA,NA,ExoticPerennialGrass_cover,NA,NA,NativePerennialGrass_cover,NA,NA,NA,NA,Litter_cover,NA,NA,NA,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,NA,NA,annual_precipitation,NA,NA,NA,NA,K_perc,NA,NA,NA,SRad_Jul,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Broulee
R_1M0cMZL2IPYWHoi,Bruthen-1-1-1,1,1,1,NA,NA,NA,NA,NA,NA,eucalyptus,NA,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs_all,R_1M0cMZL2IPYWHoi,NA,NA,CHECK,CHECK,CHECK,0,NA,NA,NA,NA,NA,NA,NA,exclude,exclude_all,NA,NA,CHECK,NA,CHECK,CHECK,CHECK,CHECK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bruthen
R_1M0cMZL2IPYWHoi,Buderim-1-1-1,1,1,1,NA,NA,NA,NA,NA,NA,eucalyptus,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,euc_sdlgs_all,R_1M0cMZL2IPYWHoi,NA,NA,1,generalised,CHECK,18,NA,NA,NA,NA,NA,NA,NA,exclude,exclude_all,NA,"""How does grass cover influence Eucalyptus spp. seedling recruitment?"" was not the research question!!

The questions were the following:

""The first question that is addressed is whether tree regeneration is happening""

Result: ""Regarding the first question, whether tree regeneration is happening, we found very strong support (Fig. 1, Table 1: P[effect>0]=100%) for large seedlings to become more abundant (posterior mean = 6% increase) over time, but found no support for a change in occurrence of small and medium seedlings ([P[effect>0]=70.6% and 78.3], respectively).""

""The second question that is address is what factors drives eucalyptus tree regeneration.""

Result: ""With respect to the second question, concerning what is driving the difference in tree regeneration, we found that all our selected explanatory variables were very likely (P[effect>0] at least 93.1%) to decrease seedling mean occurrences in magnitudes ranging between 6 and 21 %.""",NA,"R version 3.6.3 (2020-02-29)
other attached packages:
 [1] Hmsc_3.0-6      coda_0.19-3    
 [3] readxl_1.3.1    forcats_0.5.0  
 [5] stringr_1.4.0   dplyr_1.0.0    
 [7] purrr_0.3.4     readr_1.3.1    
 [9] tidyr_1.1.0     tibble_3.0.1   
[11] ggplot2_3.3.1   tidyverse_1.3.0",R,3.6.3,R,3.6.3,NA,Date,NA,NA,NA,Easting,Northing,NA,NA,ExoticAnnualGrass_cover,ExoticAnnualHerb_cover,ExoticPerennialHerb_cover,ExoticPerennialGrass_cover,ExoticShrub_cover,NativePerennialFern_cover,NativePerennialGrass_cover,NativePerennialHerb_cover,NativePerennialGraminoid_cover,NativeShrub_cover,NA,NA,NA,NA,NA,Distance_to_Eucalypt_canopy(m),euc_sdlgs0_50cm,euc_sdlgs50cm-2m,euc_sdlgs>2m,NA,NA,NA,PET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Buderim
R_1MRquC7DrqOiQ5p,Avoca-1-1-1,1,1,1,-0.1753,reduced-enlarged,2375.96487,0.15,identity,identity,blue tit,1,NA,NA,"original variable (not transformed prior to analysis - if transformed with link function in analysis, click this option)",NA,day_14_tarsus_length,R_1MRquC7DrqOiQ5p,rear_nest_trt_R.E,NA,0,linear,standard,5,6,3,4,2,2,1,0,retain,retain,NA,"These results suggest that the growth of nestling blue tits is strongly influenced by the number of nestlings. These results also suggest, however, that competition with siblings is tempered by some additional factor, as increases in nest size beyond the unmanipulated state did not significantly reduce sibling growth.",neg_q,R 4.0.2,R,4.0.2,R,4.0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,hatch_year,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,rear_nest_breed_ID,NA,NA,NA,NA,rear_nest_trt,home_or_away,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,chick_sex_molec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Avoca
